Categoria;Data ordine;Segmento;Obiettivo di vendita (Obiettivo di vendita)
Tecnologia;28/09/2019;Grandi aziende;999
Mobili;29/09/2019;Grandi aziende;193
Forniture per ufficio;29/09/2019;Privati;4374
Forniture per ufficio;29/09/2019;Grandi aziende;13
Forniture per ufficio;29/09/2019;Piccole aziende;128
Mobili;30/09/2019;Piccole aziende;743
Forniture per ufficio;30/09/2019;Privati;277
Forniture per ufficio;30/09/2019;Piccole aziende;464
Mobili;01/10/2019;Privati;761
Forniture per ufficio;01/10/2019;Privati;92
Forniture per ufficio;01/10/2019;Grandi aziende;13
Forniture per ufficio;01/10/2019;Piccole aziende;427
Mobili;04/10/2019;Privati;223
Forniture per ufficio;04/10/2019;Privati;326
Mobili;05/10/2019;Piccole aziende;316
Forniture per ufficio;05/10/2019;Piccole aziende;438
Tecnologia;05/10/2019;Piccole aziende;1954
Mobili;07/10/2019;Piccole aziende;255
Forniture per ufficio;07/10/2019;Privati;165
Forniture per ufficio;08/10/2019;Privati;20
Mobili;09/10/2019;Piccole aziende;130
Forniture per ufficio;09/10/2019;Piccole aziende;140
Forniture per ufficio;11/10/2019;Privati;33
Forniture per ufficio;11/10/2019;Grandi aziende;106
Forniture per ufficio;11/10/2019;Piccole aziende;238
Forniture per ufficio;12/10/2019;Privati;192
Forniture per ufficio;12/10/2019;Piccole aziende;27
Forniture per ufficio;13/10/2019;Privati;310
Forniture per ufficio;13/10/2019;Piccole aziende;331
Tecnologia;13/10/2019;Privati;1005
Forniture per ufficio;14/10/2019;Grandi aziende;1390
Forniture per ufficio;14/10/2019;Piccole aziende;89
Forniture per ufficio;15/10/2019;Privati;81
Tecnologia;15/10/2019;Privati;113
Forniture per ufficio;16/10/2019;Grandi aziende;163
Mobili;18/10/2019;Privati;2204
Forniture per ufficio;18/10/2019;Privati;40
Forniture per ufficio;18/10/2019;Grandi aziende;50
Forniture per ufficio;19/10/2019;Privati;171
Tecnologia;19/10/2019;Privati;1174
Mobili;20/10/2019;Privati;1970
Forniture per ufficio;20/10/2019;Privati;35
Forniture per ufficio;20/10/2019;Piccole aziende;80
Mobili;21/10/2019;Grandi aziende;62
Forniture per ufficio;21/10/2019;Privati;1172
Forniture per ufficio;21/10/2019;Grandi aziende;25
Forniture per ufficio;21/10/2019;Piccole aziende;12
Mobili;22/10/2019;Grandi aziende;304
Forniture per ufficio;22/10/2019;Grandi aziende;387
Mobili;23/10/2019;Privati;94
Forniture per ufficio;23/10/2019;Grandi aziende;167
Forniture per ufficio;25/10/2019;Piccole aziende;247
Tecnologia;25/10/2019;Grandi aziende;337
Forniture per ufficio;26/10/2019;Privati;78
Forniture per ufficio;26/10/2019;Grandi aziende;79
Mobili;27/10/2019;Privati;52
Mobili;28/10/2019;Piccole aziende;537
Mobili;29/10/2019;Piccole aziende;190
Forniture per ufficio;29/10/2019;Piccole aziende;72
Mobili;30/10/2019;Privati;720
Forniture per ufficio;30/10/2019;Privati;126
Forniture per ufficio;01/11/2019;Privati;142
Forniture per ufficio;01/11/2019;Piccole aziende;239
Mobili;02/11/2019;Privati;589
Forniture per ufficio;02/11/2019;Privati;3610
Tecnologia;02/11/2019;Privati;2122
Mobili;03/11/2019;Privati;573
Mobili;03/11/2019;Piccole aziende;1330
Forniture per ufficio;03/11/2019;Privati;153
Forniture per ufficio;03/11/2019;Grandi aziende;235
Forniture per ufficio;03/11/2019;Piccole aziende;15
Tecnologia;03/11/2019;Piccole aziende;649
Mobili;04/11/2019;Privati;825
Mobili;04/11/2019;Grandi aziende;1308
Forniture per ufficio;04/11/2019;Privati;3603
Forniture per ufficio;04/11/2019;Grandi aziende;115
Tecnologia;04/11/2019;Privati;564
Mobili;05/11/2019;Privati;1122
Forniture per ufficio;05/11/2019;Privati;703
Forniture per ufficio;05/11/2019;Grandi aziende;60
Tecnologia;05/11/2019;Grandi aziende;1416
Forniture per ufficio;06/11/2019;Privati;1006
Tecnologia;06/11/2019;Privati;4093
Mobili;07/11/2019;Piccole aziende;141
Forniture per ufficio;07/11/2019;Piccole aziende;41
Tecnologia;07/11/2019;Piccole aziende;1188
Forniture per ufficio;08/11/2019;Privati;171
Forniture per ufficio;08/11/2019;Piccole aziende;82
Mobili;09/11/2019;Grandi aziende;752
Forniture per ufficio;09/11/2019;Privati;177
Forniture per ufficio;09/11/2019;Grandi aziende;374
Forniture per ufficio;09/11/2019;Piccole aziende;476
Mobili;10/11/2019;Privati;192
Mobili;10/11/2019;Grandi aziende;134
Forniture per ufficio;10/11/2019;Privati;29
Forniture per ufficio;10/11/2019;Grandi aziende;110
Tecnologia;10/11/2019;Privati;630
Mobili;11/11/2019;Privati;192
Forniture per ufficio;11/11/2019;Privati;745
Forniture per ufficio;11/11/2019;Grandi aziende;26
Forniture per ufficio;11/11/2019;Piccole aziende;556
Tecnologia;11/11/2019;Privati;138
Tecnologia;11/11/2019;Piccole aziende;397
Forniture per ufficio;12/11/2019;Privati;1087
Forniture per ufficio;14/11/2019;Grandi aziende;79
Forniture per ufficio;14/11/2019;Piccole aziende;207
Mobili;15/11/2019;Grandi aziende;65
Forniture per ufficio;15/11/2019;Privati;103
Mobili;16/11/2019;Privati;962
Forniture per ufficio;16/11/2019;Privati;356
Forniture per ufficio;16/11/2019;Piccole aziende;63
Tecnologia;16/11/2019;Privati;643
Tecnologia;16/11/2019;Piccole aziende;1024
Forniture per ufficio;17/11/2019;Privati;307
Forniture per ufficio;17/11/2019;Grandi aziende;381
Tecnologia;17/11/2019;Grandi aziende;394
Mobili;18/11/2019;Piccole aziende;96
Forniture per ufficio;18/11/2019;Privati;26
Forniture per ufficio;18/11/2019;Grandi aziende;80
Forniture per ufficio;18/11/2019;Piccole aziende;222
Mobili;19/11/2019;Privati;3539
Forniture per ufficio;19/11/2019;Privati;23
Mobili;20/11/2019;Grandi aziende;571
Forniture per ufficio;20/11/2019;Grandi aziende;315
Tecnologia;20/11/2019;Grandi aziende;1103
Mobili;22/11/2019;Privati;215
Forniture per ufficio;22/11/2019;Privati;291
Mobili;23/11/2019;Privati;127
Forniture per ufficio;23/11/2019;Privati;474
Forniture per ufficio;23/11/2019;Piccole aziende;811
Tecnologia;23/11/2019;Privati;107
Tecnologia;23/11/2019;Piccole aziende;97
Mobili;24/11/2019;Privati;453
Forniture per ufficio;24/11/2019;Privati;343
Tecnologia;24/11/2019;Privati;1221
Tecnologia;25/11/2019;Privati;1302
Forniture per ufficio;26/11/2019;Privati;24
Tecnologia;26/11/2019;Privati;1269
Mobili;27/11/2019;Grandi aziende;146
Forniture per ufficio;27/11/2019;Privati;2081
Tecnologia;27/11/2019;Grandi aziende;634
Forniture per ufficio;28/11/2019;Privati;86
Forniture per ufficio;29/11/2019;Privati;881
Tecnologia;29/11/2019;Privati;352
Forniture per ufficio;30/11/2019;Privati;136
Forniture per ufficio;30/11/2019;Grandi aziende;58
Forniture per ufficio;30/11/2019;Piccole aziende;200
Tecnologia;30/11/2019;Grandi aziende;107
Tecnologia;30/11/2019;Piccole aziende;1662
Mobili;01/12/2019;Privati;133
Mobili;01/12/2019;Grandi aziende;675
Forniture per ufficio;01/12/2019;Privati;103
Forniture per ufficio;01/12/2019;Grandi aziende;54
Tecnologia;01/12/2019;Privati;1340
Forniture per ufficio;02/12/2019;Privati;370
Forniture per ufficio;02/12/2019;Grandi aziende;180
Forniture per ufficio;02/12/2019;Piccole aziende;291
Tecnologia;02/12/2019;Piccole aziende;3838
Forniture per ufficio;03/12/2019;Privati;1016
Forniture per ufficio;03/12/2019;Grandi aziende;27
Forniture per ufficio;03/12/2019;Piccole aziende;438
Tecnologia;03/12/2019;Privati;535
Tecnologia;03/12/2019;Grandi aziende;99
Mobili;04/12/2019;Grandi aziende;1185
Forniture per ufficio;04/12/2019;Privati;67
Forniture per ufficio;04/12/2019;Grandi aziende;57
Forniture per ufficio;04/12/2019;Piccole aziende;177
Tecnologia;04/12/2019;Privati;351
Tecnologia;04/12/2019;Grandi aziende;3787
Mobili;06/12/2019;Privati;1000
Forniture per ufficio;06/12/2019;Privati;54
Forniture per ufficio;06/12/2019;Grandi aziende;41
Tecnologia;06/12/2019;Privati;654
Mobili;07/12/2019;Privati;189
Mobili;07/12/2019;Piccole aziende;1111
Forniture per ufficio;07/12/2019;Privati;326
Forniture per ufficio;07/12/2019;Grandi aziende;25
Tecnologia;07/12/2019;Privati;716
Tecnologia;07/12/2019;Grandi aziende;294
Mobili;08/12/2019;Privati;154
Forniture per ufficio;08/12/2019;Privati;95
Mobili;09/12/2019;Piccole aziende;1061
Forniture per ufficio;09/12/2019;Privati;269
Forniture per ufficio;09/12/2019;Grandi aziende;133
Forniture per ufficio;09/12/2019;Piccole aziende;251
Tecnologia;09/12/2019;Privati;1102
Tecnologia;09/12/2019;Piccole aziende;234
Mobili;10/12/2019;Grandi aziende;865
Mobili;10/12/2019;Piccole aziende;373
Forniture per ufficio;10/12/2019;Grandi aziende;10
Forniture per ufficio;10/12/2019;Piccole aziende;499
Tecnologia;10/12/2019;Piccole aziende;274
Mobili;11/12/2019;Privati;437
Mobili;11/12/2019;Grandi aziende;259
Forniture per ufficio;11/12/2019;Privati;105
Forniture per ufficio;11/12/2019;Grandi aziende;741
Tecnologia;11/12/2019;Piccole aziende;399
Forniture per ufficio;13/12/2019;Privati;28
Forniture per ufficio;13/12/2019;Grandi aziende;153
Tecnologia;13/12/2019;Piccole aziende;338
Mobili;14/12/2019;Privati;1301
Mobili;14/12/2019;Grandi aziende;1434
Forniture per ufficio;14/12/2019;Privati;1245
Forniture per ufficio;14/12/2019;Grandi aziende;925
Tecnologia;14/12/2019;Grandi aziende;351
Tecnologia;15/12/2019;Privati;1617
Mobili;16/12/2019;Privati;1884
Mobili;16/12/2019;Grandi aziende;61
Mobili;16/12/2019;Piccole aziende;591
Forniture per ufficio;16/12/2019;Privati;21
Forniture per ufficio;16/12/2019;Grandi aziende;1351
Forniture per ufficio;16/12/2019;Piccole aziende;697
Tecnologia;16/12/2019;Grandi aziende;1314
Tecnologia;16/12/2019;Piccole aziende;441
Forniture per ufficio;17/12/2019;Privati;613
Tecnologia;17/12/2019;Privati;623
Mobili;18/12/2019;Privati;403
Forniture per ufficio;18/12/2019;Privati;944
Forniture per ufficio;18/12/2019;Grandi aziende;145
Tecnologia;18/12/2019;Privati;2546
Tecnologia;18/12/2019;Grandi aziende;623
Mobili;20/12/2019;Piccole aziende;2732
Forniture per ufficio;20/12/2019;Privati;12
Forniture per ufficio;20/12/2019;Grandi aziende;246
Forniture per ufficio;20/12/2019;Piccole aziende;308
Tecnologia;20/12/2019;Grandi aziende;99
Mobili;21/12/2019;Privati;1021
Forniture per ufficio;21/12/2019;Privati;723
Forniture per ufficio;21/12/2019;Grandi aziende;133
Tecnologia;21/12/2019;Privati;128
Mobili;22/12/2019;Grandi aziende;397
Forniture per ufficio;22/12/2019;Privati;1546
Forniture per ufficio;22/12/2019;Grandi aziende;2220
Forniture per ufficio;22/12/2019;Piccole aziende;54
Tecnologia;22/12/2019;Piccole aziende;269
Forniture per ufficio;23/12/2019;Grandi aziende;327
Forniture per ufficio;23/12/2019;Piccole aziende;158
Tecnologia;23/12/2019;Privati;126
Mobili;24/12/2019;Privati;66
Forniture per ufficio;24/12/2019;Privati;960
Forniture per ufficio;24/12/2019;Grandi aziende;121
Tecnologia;24/12/2019;Privati;2075
Forniture per ufficio;25/12/2019;Privati;36
Mobili;27/12/2019;Privati;1505
Mobili;27/12/2019;Grandi aziende;4624
Forniture per ufficio;27/12/2019;Privati;835
Forniture per ufficio;27/12/2019;Grandi aziende;253
Tecnologia;27/12/2019;Privati;357
Tecnologia;27/12/2019;Grandi aziende;1537
Forniture per ufficio;28/12/2019;Privati;1335
Forniture per ufficio;28/12/2019;Piccole aziende;434
Tecnologia;28/12/2019;Privati;274
Tecnologia;28/12/2019;Grandi aziende;382
Tecnologia;28/12/2019;Piccole aziende;276
Mobili;29/12/2019;Grandi aziende;426
Mobili;29/12/2019;Piccole aziende;2474
Forniture per ufficio;29/12/2019;Grandi aziende;162
Forniture per ufficio;29/12/2019;Piccole aziende;495
Tecnologia;29/12/2019;Grandi aziende;182
Forniture per ufficio;30/12/2019;Privati;87
Forniture per ufficio;30/12/2019;Piccole aziende;128
Tecnologia;30/12/2019;Privati;303
Mobili;31/12/2019;Piccole aziende;299
Forniture per ufficio;31/12/2019;Privati;166
Forniture per ufficio;31/12/2019;Piccole aziende;40
Tecnologia;31/12/2019;Privati;492
Mobili;01/01/2020;Grandi aziende;634
Forniture per ufficio;01/01/2020;Grandi aziende;280
Forniture per ufficio;03/01/2020;Grandi aziende;87
Mobili;04/01/2020;Grandi aziende;52
Forniture per ufficio;04/01/2020;Privati;442
Forniture per ufficio;05/01/2020;Privati;771
Forniture per ufficio;05/01/2020;Piccole aziende;37
Mobili;06/01/2020;Privati;240
Mobili;06/01/2020;Piccole aziende;408
Forniture per ufficio;06/01/2020;Privati;702
Forniture per ufficio;06/01/2020;Piccole aziende;945
Tecnologia;06/01/2020;Privati;1231
Tecnologia;06/01/2020;Piccole aziende;417
Forniture per ufficio;07/01/2020;Privati;15
Forniture per ufficio;07/01/2020;Piccole aziende;101
Tecnologia;07/01/2020;Privati;138
Forniture per ufficio;08/01/2020;Grandi aziende;80
Forniture per ufficio;08/01/2020;Piccole aziende;61
Tecnologia;08/01/2020;Privati;96
Tecnologia;08/01/2020;Grandi aziende;945
Mobili;10/01/2020;Privati;889
Forniture per ufficio;10/01/2020;Privati;249
Tecnologia;10/01/2020;Privati;966
Tecnologia;10/01/2020;Grandi aziende;379
Forniture per ufficio;11/01/2020;Privati;1544
Tecnologia;11/01/2020;Privati;195
Forniture per ufficio;12/01/2020;Grandi aziende;116
Tecnologia;12/01/2020;Privati;2024
Mobili;13/01/2020;Grandi aziende;101
Forniture per ufficio;13/01/2020;Grandi aziende;1938
Tecnologia;13/01/2020;Grandi aziende;1490
Forniture per ufficio;14/01/2020;Privati;758
Tecnologia;14/01/2020;Piccole aziende;1280
Forniture per ufficio;15/01/2020;Privati;57
Tecnologia;15/01/2020;Privati;387
Mobili;17/01/2020;Privati;652
Mobili;17/01/2020;Grandi aziende;383
Forniture per ufficio;17/01/2020;Privati;19
Forniture per ufficio;17/01/2020;Grandi aziende;2099
Forniture per ufficio;17/01/2020;Piccole aziende;91
Tecnologia;17/01/2020;Privati;237
Tecnologia;17/01/2020;Grandi aziende;70
Forniture per ufficio;18/01/2020;Privati;132
Forniture per ufficio;18/01/2020;Piccole aziende;164
Tecnologia;18/01/2020;Privati;241
Mobili;19/01/2020;Privati;179
Mobili;19/01/2020;Grandi aziende;47
Forniture per ufficio;19/01/2020;Privati;14
Forniture per ufficio;19/01/2020;Grandi aziende;38
Forniture per ufficio;19/01/2020;Piccole aziende;1450
Tecnologia;19/01/2020;Grandi aziende;323
Mobili;20/01/2020;Privati;235
Forniture per ufficio;20/01/2020;Privati;184
Mobili;21/01/2020;Grandi aziende;66
Forniture per ufficio;21/01/2020;Privati;19
Tecnologia;21/01/2020;Privati;579
Mobili;23/01/2020;Piccole aziende;142
Mobili;24/01/2020;Grandi aziende;1422
Forniture per ufficio;24/01/2020;Grandi aziende;249
Tecnologia;24/01/2020;Grandi aziende;389
Mobili;25/01/2020;Privati;414
Forniture per ufficio;25/01/2020;Privati;936
Tecnologia;25/01/2020;Privati;1129
Mobili;26/01/2020;Grandi aziende;63
Forniture per ufficio;26/01/2020;Grandi aziende;815
Forniture per ufficio;26/01/2020;Piccole aziende;207
Tecnologia;26/01/2020;Grandi aziende;317
Forniture per ufficio;28/01/2020;Privati;363
Tecnologia;28/01/2020;Piccole aziende;463
Forniture per ufficio;29/01/2020;Privati;377
Forniture per ufficio;29/01/2020;Grandi aziende;24
Tecnologia;29/01/2020;Privati;406
Forniture per ufficio;31/01/2020;Grandi aziende;323
Forniture per ufficio;31/01/2020;Piccole aziende;559
Tecnologia;02/02/2020;Privati;131
Mobili;03/02/2020;Privati;249
Forniture per ufficio;03/02/2020;Privati;549
Tecnologia;03/02/2020;Privati;5527
Forniture per ufficio;04/02/2020;Privati;61
Forniture per ufficio;04/02/2020;Grandi aziende;57
Tecnologia;05/02/2020;Privati;118
Mobili;07/02/2020;Privati;47
Forniture per ufficio;07/02/2020;Privati;369
Mobili;08/02/2020;Privati;703
Mobili;08/02/2020;Grandi aziende;666
Forniture per ufficio;08/02/2020;Privati;180
Mobili;09/02/2020;Privati;488
Forniture per ufficio;09/02/2020;Privati;477
Tecnologia;09/02/2020;Privati;455
Forniture per ufficio;10/02/2020;Grandi aziende;283
Forniture per ufficio;10/02/2020;Piccole aziende;982
Tecnologia;10/02/2020;Grandi aziende;257
Tecnologia;10/02/2020;Piccole aziende;1037
Forniture per ufficio;11/02/2020;Grandi aziende;55
Forniture per ufficio;12/02/2020;Privati;139
Mobili;14/02/2020;Privati;101
Forniture per ufficio;14/02/2020;Privati;476
Mobili;15/02/2020;Privati;1240
Forniture per ufficio;15/02/2020;Privati;78
Forniture per ufficio;15/02/2020;Grandi aziende;100
Tecnologia;15/02/2020;Privati;827
Mobili;16/02/2020;Privati;17
Forniture per ufficio;16/02/2020;Privati;266
Forniture per ufficio;16/02/2020;Grandi aziende;30
Forniture per ufficio;18/02/2020;Privati;75
Mobili;19/02/2020;Privati;361
Forniture per ufficio;19/02/2020;Privati;65
Forniture per ufficio;19/02/2020;Grandi aziende;146
Forniture per ufficio;19/02/2020;Piccole aziende;29
Tecnologia;19/02/2020;Privati;609
Mobili;20/02/2020;Privati;160
Forniture per ufficio;21/02/2020;Privati;175
Forniture per ufficio;22/02/2020;Privati;153
Forniture per ufficio;23/02/2020;Privati;103
Forniture per ufficio;23/02/2020;Piccole aziende;111
Tecnologia;23/02/2020;Privati;199
Tecnologia;23/02/2020;Piccole aziende;142
Mobili;24/02/2020;Piccole aziende;2103
Forniture per ufficio;24/02/2020;Grandi aziende;474
Tecnologia;24/02/2020;Grandi aziende;901
Tecnologia;25/02/2020;Grandi aziende;331
Forniture per ufficio;28/02/2020;Privati;21
Forniture per ufficio;01/03/2020;Privati;42
Forniture per ufficio;01/03/2020;Grandi aziende;27
Tecnologia;01/03/2020;Piccole aziende;311
Forniture per ufficio;02/03/2020;Privati;264
Forniture per ufficio;02/03/2020;Piccole aziende;58
Tecnologia;02/03/2020;Privati;1144
Mobili;03/03/2020;Privati;583
Mobili;03/03/2020;Grandi aziende;1565
Forniture per ufficio;03/03/2020;Privati;696
Forniture per ufficio;03/03/2020;Grandi aziende;289
Tecnologia;03/03/2020;Privati;2920
Tecnologia;03/03/2020;Grandi aziende;319
Forniture per ufficio;04/03/2020;Grandi aziende;301
Mobili;06/03/2020;Privati;874
Forniture per ufficio;06/03/2020;Privati;293
Forniture per ufficio;06/03/2020;Piccole aziende;98
Mobili;07/03/2020;Privati;984
Forniture per ufficio;07/03/2020;Privati;174
Forniture per ufficio;07/03/2020;Grandi aziende;29
Mobili;08/03/2020;Privati;1080
Mobili;08/03/2020;Grandi aziende;483
Forniture per ufficio;08/03/2020;Privati;1154
Forniture per ufficio;08/03/2020;Grandi aziende;46
Tecnologia;08/03/2020;Privati;1105
Tecnologia;08/03/2020;Piccole aziende;1931
Forniture per ufficio;09/03/2020;Grandi aziende;44
Mobili;10/03/2020;Grandi aziende;127
Forniture per ufficio;10/03/2020;Privati;56
Tecnologia;10/03/2020;Privati;231
Mobili;13/03/2020;Privati;100
Forniture per ufficio;13/03/2020;Privati;323
Tecnologia;13/03/2020;Privati;148
Mobili;14/03/2020;Piccole aziende;127
Forniture per ufficio;14/03/2020;Privati;217
Forniture per ufficio;14/03/2020;Piccole aziende;49
Tecnologia;14/03/2020;Grandi aziende;1257
Tecnologia;14/03/2020;Piccole aziende;128
Mobili;15/03/2020;Privati;1273
Mobili;15/03/2020;Piccole aziende;155
Forniture per ufficio;15/03/2020;Privati;298
Tecnologia;15/03/2020;Piccole aziende;872
Mobili;16/03/2020;Privati;920
Forniture per ufficio;16/03/2020;Privati;524
Forniture per ufficio;16/03/2020;Grandi aziende;302
Forniture per ufficio;16/03/2020;Piccole aziende;118
Tecnologia;16/03/2020;Privati;4060
Mobili;17/03/2020;Privati;330
